-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us        4.798s        28.39%        4.798s       1.297ms           0 B           0 B           0 B           0 B          3700  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.880ms         0.04%       6.880ms       1.186us           0 B           0 B           0 B           0 B          5800  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     182.340ms         1.08%     182.340ms     607.801us           0 B           0 B           0 B           0 B           300  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.946ms         0.26%      43.946ms     146.486us           0 B           0 B           0 B           0 B           300  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      37.006ms         0.22%      37.006ms     123.353us           0 B           0 B           0 B           0 B           300  
fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm75(PyT...         0.00%       0.000us         0.00%       0.000us       0.000us        1.196s         7.08%        1.196s       3.988ms           0 B           0 B           0 B           0 B           300  
void at::native::(anonymous namespace)::embedding_ba...         0.00%       0.000us         0.00%       0.000us       0.000us     509.205us         0.00%     509.205us      10.184us           0 B           0 B           0 B           0 B            50  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     106.428us         0.00%     106.428us       2.129us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortHistogramKe...         0.00%       0.000us         0.00%       0.000us       0.000us     517.815us         0.00%     517.815us      10.356us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortExclusiveSu...         0.00%       0.000us         0.00%       0.000us       0.000us     142.428us         0.00%     142.428us       2.849us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortOnesweepKer...         0.00%       0.000us         0.00%       0.000us       0.000us       6.218ms         0.04%       6.218ms      15.544us           0 B           0 B           0 B           0 B           400  
void at_cuda_detail::cub::DeviceCompactInitKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us     127.040us         0.00%     127.040us       2.541us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceUniqueByKeySweepKern...         0.00%       0.000us         0.00%       0.000us       0.000us     334.173us         0.00%     334.173us       6.683us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::krn_partials...         0.00%       0.000us         0.00%       0.000us       0.000us     131.612us         0.00%     131.612us       2.632us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceScanInitKernel<at_cu...         0.00%       0.000us         0.00%       0.000us       0.000us      99.165us         0.00%      99.165us       1.983us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us     276.796us         0.00%     276.796us       5.536us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::compute_num_...         0.00%       0.000us         0.00%       0.000us       0.000us     126.848us         0.00%     126.848us       2.537us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::krn_partial_...         0.00%       0.000us         0.00%       0.000us       0.000us     179.837us         0.00%     179.837us       3.597us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::compute_grad...         0.00%       0.000us         0.00%       0.000us       0.000us      10.931ms         0.06%      10.931ms     218.626us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::sum_and_scat...         0.00%       0.000us         0.00%       0.000us       0.000us       8.986ms         0.05%       8.986ms     179.723us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     166.302us         0.00%     166.302us       3.326us           0 B           0 B           0 B           0 B            50  
                                              aten::abs         0.01%       2.111ms         0.05%       9.692ms      96.919us     138.139us         0.00%     276.278us       2.763us           0 B           0 B      50.00 KB           0 B           100  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     138.139us         0.00%     138.139us       2.763us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     131.934us         0.00%     131.934us       2.639us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      50.380ms         0.30%      50.380ms     251.901us           0 B           0 B           0 B           0 B           200  
                                            aten::stack         0.02%       4.164ms         0.10%      17.659ms     353.178us       0.000us         0.00%     189.917us       3.798us           0 B           0 B      25.00 KB           0 B            50  
void at::native::lpnorm_cleanup<float, (at::native::...         0.00%       0.000us         0.00%       0.000us       0.000us     367.478us         0.00%     367.478us       7.350us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     189.917us         0.00%     189.917us       3.798us           0 B           0 B           0 B           0 B            50  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     400.308us         0.00%     400.308us       8.006us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      15.837ms         0.09%      15.837ms       3.017us           0 B           0 B           0 B           0 B          5250  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     152.317us         0.00%     152.317us       3.046us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     163.761ms         0.97%     163.761ms      10.464us           0 B           0 B           0 B           0 B         15650  
                                    aten::_foreach_mul_         0.01%       2.026ms         0.02%       3.419ms      68.389us     114.491ms         0.68%     114.491ms       2.290ms           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us     114.491ms         0.68%     114.491ms     572.455us           0 B           0 B           0 B           0 B           200  
                        Optimizer.step#rSVDSVTAdam.step         0.00%       0.000us         0.00%       0.000us       0.000us        2.195s        12.99%        2.195s      43.899ms           0 B           0 B           0 B           0 B            50  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.156ms         0.01%       1.156ms       0.578us           0 B           0 B           0 B           0 B          2000  
                                             aten::prod         0.17%      31.170ms         0.37%      66.306ms      33.153us      13.700ms         0.08%      13.700ms       6.850us           0 B           0 B    1000.00 KB           0 B          2000  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 17.878s
Self CUDA time total: 16.897s
