-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us        4.781s        28.41%        4.781s       1.292ms           0 B           0 B           0 B           0 B          3700  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.904ms         0.04%       6.904ms       1.190us           0 B           0 B           0 B           0 B          5800  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     182.379ms         1.08%     182.379ms     607.929us           0 B           0 B           0 B           0 B           300  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      43.927ms         0.26%      43.927ms     146.422us           0 B           0 B           0 B           0 B           300  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      36.847ms         0.22%      36.847ms     122.822us           0 B           0 B           0 B           0 B           300  
fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm75(PyT...         0.00%       0.000us         0.00%       0.000us       0.000us        1.197s         7.11%        1.197s       3.988ms           0 B           0 B           0 B           0 B           300  
void at::native::(anonymous namespace)::embedding_ba...         0.00%       0.000us         0.00%       0.000us       0.000us     508.245us         0.00%     508.245us      10.165us           0 B           0 B           0 B           0 B            50  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     105.693us         0.00%     105.693us       2.114us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortHistogramKe...         0.00%       0.000us         0.00%       0.000us       0.000us     514.713us         0.00%     514.713us      10.294us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortExclusiveSu...         0.00%       0.000us         0.00%       0.000us       0.000us     142.045us         0.00%     142.045us       2.841us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortOnesweepKer...         0.00%       0.000us         0.00%       0.000us       0.000us       6.163ms         0.04%       6.163ms      15.408us           0 B           0 B           0 B           0 B           400  
void at_cuda_detail::cub::DeviceCompactInitKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us     126.751us         0.00%     126.751us       2.535us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceUniqueByKeySweepKern...         0.00%       0.000us         0.00%       0.000us       0.000us     330.904us         0.00%     330.904us       6.618us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::krn_partials...         0.00%       0.000us         0.00%       0.000us       0.000us     131.293us         0.00%     131.293us       2.626us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceScanInitKernel<at_cu...         0.00%       0.000us         0.00%       0.000us       0.000us      98.717us         0.00%      98.717us       1.974us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us     274.908us         0.00%     274.908us       5.498us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::compute_num_...         0.00%       0.000us         0.00%       0.000us       0.000us     126.431us         0.00%     126.431us       2.529us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::krn_partial_...         0.00%       0.000us         0.00%       0.000us       0.000us     180.541us         0.00%     180.541us       3.611us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::compute_grad...         0.00%       0.000us         0.00%       0.000us       0.000us      10.850ms         0.06%      10.850ms     216.997us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::sum_and_scat...         0.00%       0.000us         0.00%       0.000us       0.000us       8.907ms         0.05%       8.907ms     178.139us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     165.502us         0.00%     165.502us       3.310us           0 B           0 B           0 B           0 B            50  
                                              aten::abs         0.01%       2.131ms         0.05%       9.784ms      97.836us     137.599us         0.00%     275.198us       2.752us           0 B           0 B      50.00 KB           0 B           100  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     137.599us         0.00%     137.599us       2.752us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     131.519us         0.00%     131.519us       2.630us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us      50.370ms         0.30%      50.370ms     251.852us           0 B           0 B           0 B           0 B           200  
                                            aten::stack         0.02%       4.212ms         0.10%      17.824ms     356.476us       0.000us         0.00%     188.218us       3.764us           0 B           0 B      25.00 KB           0 B            50  
void at::native::lpnorm_cleanup<float, (at::native::...         0.00%       0.000us         0.00%       0.000us       0.000us     366.045us         0.00%     366.045us       7.321us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     188.218us         0.00%     188.218us       3.764us           0 B           0 B           0 B           0 B            50  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     398.713us         0.00%     398.713us       7.974us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      15.752ms         0.09%      15.752ms       3.000us           0 B           0 B           0 B           0 B          5250  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     151.136us         0.00%     151.136us       3.023us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     163.855ms         0.97%     163.855ms      10.470us           0 B           0 B           0 B           0 B         15650  
                                    aten::_foreach_mul_         0.01%       2.154ms         0.02%       3.530ms      70.595us     113.826ms         0.68%     113.826ms       2.277ms           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us     113.826ms         0.68%     113.826ms     569.130us           0 B           0 B           0 B           0 B           200  
                        Optimizer.step#rSVDSVTAdam.step         0.00%       0.000us         0.00%       0.000us       0.000us        2.180s        12.96%        2.180s      43.607ms           0 B           0 B           0 B           0 B            50  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.156ms         0.01%       1.156ms       0.578us           0 B           0 B           0 B           0 B          2000  
                                             aten::prod         0.18%      31.371ms         0.37%      66.200ms      33.100us      13.720ms         0.08%      13.720ms       6.860us           0 B           0 B    1000.00 KB           0 B          2000  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 17.807s
Self CUDA time total: 16.828s
